QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20212,04549253,7,0,5,01,D,105,D,2019,D,,A,36,D,09,F,,C,3,D,,A,,A,,A,,A,,A,250,F,250,F,250,F,,A,,A,,A,,A,,A,D,,A,2019,D,SUB
20212,04549513,9,0,1,01,D,105,D,2017,D,,A,,C,11,D,395,D,3,D,,A,,A,1000,D,,A,,A,395,D,395,D,395,D,,A,,A,,A,1000,D,,A,D,,A,2016,D,SUB
20212,04549743,23,0,5,01,D,105,D,2021,D,,A,24,D,01,D,110,D,3,D,,A,,A,353,D,,A,,A,110,D,110,D,110,D,,A,,A,,A,353,D,,A,D,,A,2021,D,NIS
20212,04549923,11,0,1,01,D,105,D,2019,D,,A,36,D,04,D,1050,D,3,D,,A,8000,D,,A,,A,,A,1050,D,1050,D,1050,D,,A,,A,,A,,A,,A,D,,A,2019,D,BMW
20212,04550903,11,0,5,01,D,105,D,2016,D,,A,42,D,12,D,285,D,3,D,,A,,A,,A,,A,,A,285,D,285,D,285,D,,A,,A,,A,,A,,A,D,,A,2016,D,TOY
20212,04550923,13,0,5,01,D,105,D,2018,D,,A,36,D,06,D,595,D,3,D,,A,,A,,C,,A,,A,595,D,595,D,595,D,,A,,A,,A,,B,,A,D,,A,2018,D,BMW
20212,04550923,14,0,5,02,D,105,D,2020,D,,A,36,D,12,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2019,D,ACU
20212,04552103,7,0,1,01,D,105,D,2021,D,,A,36,D,11,D,,C,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,A,,A,2021,D,
20212,04552103,8,0,1,02,D,105,D,2019,D,,A,36,D,02,D,,C,3,D,,A,,A,,A,,A,,A,349,F,349,F,349,F,,A,,A,,A,,A,,A,A,,A,2020,D,
20212,04552183,15,0,5,01,D,105,D,2020,D,,A,36,D,11,D,,C,3,D,,A,,C,,A,,A,,A,277,F,277,F,277,F,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20212,04552203,23,0,5,01,D,105,D,2020,D,,A,36,D,09,D,1200,D,3,D,,A,,C,5330,D,,A,,A,1200,D,1200,D,1200,D,,A,,A,,A,5330,D,,A,D,,A,2019,D,MRB
20212,04552323,12,0,5,01,D,105,D,2021,D,,A,36,D,10,D,350,D,3,D,,A,,A,4000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,4000,D,,A,D,,A,2020,D,MAZ
20212,04552383,19,0,5,01,D,105,D,2020,D,,A,12,D,08,D,311,D,3,D,,A,,A,,A,,A,,A,311,D,311,D,311,D,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20212,04552423,17,0,5,01,D,105,D,2020,D,,A,36,D,10,D,1200,D,3,D,,A,,A,,C,,A,,A,1200,D,1200,D,1200,D,,A,,A,,A,,B,,A,D,,A,2019,D,BMW
20212,04553273,11,0,5,01,D,105,D,2020,D,,A,36,D,08,D,477,D,3,D,,A,21000,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2021,D,TOY
20212,04553633,24,0,5,01,D,105,D,2018,D,,A,48,D,08,D,392,D,3,D,,A,1000,D,,A,,A,,A,392,D,392,D,392,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20212,04553703,11,0,5,01,D,105,D,2020,D,,A,36,D,01,D,359,D,3,D,,A,,A,,A,,A,,A,359,D,359,D,359,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20212,04553703,12,0,5,02,D,105,D,2018,D,,A,42,D,05,D,599,D,3,D,,A,,A,,A,,A,,A,599,D,599,D,599,D,,A,,A,,A,,A,,A,D,,A,2018,D,DOD
20212,04554473,15,0,1,03,D,105,D,2021,D,,A,36,D,01,D,714,D,3,D,,A,,A,,A,,A,,A,714,D,714,D,714,D,,A,,A,,A,,A,,A,D,,A,2020,D,AUD
20212,04555383,7,0,5,01,D,105,D,2013,D,,A,25,D,05,D,,C,3,D,,A,,A,,A,,A,,A,236,F,236,F,236,F,,A,,A,,A,,A,,A,D,,A,2014,D,NIS
20212,04555403,15,0,5,01,D,105,D,2020,D,,A,36,D,08,D,288,D,3,D,,A,,A,500,D,,A,,A,288,D,288,D,288,D,,A,,A,,A,500,D,,A,D,,A,2020,D,HYU
20212,04555743,19,0,5,01,D,105,D,2018,D,,A,36,D,09,D,314,D,3,D,,A,,A,2000,D,,A,,A,314,D,314,D,314,D,,A,,A,,A,2000,D,,A,D,,A,2018,D,NIS
20212,04556103,5,0,5,01,D,105,D,2020,D,,A,36,D,11,F,,C,3,D,,A,,A,,C,,A,,A,600,F,600,F,600,F,,A,,A,,A,,B,,A,D,,A,2020,F,LEX
20212,04556243,6,0,1,01,D,105,D,2020,D,,A,36,D,05,D,500,D,3,D,,A,,A,5000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,LAN
20212,04556913,8,0,5,01,D,105,D,2019,D,,A,36,D,07,D,536,D,3,D,,A,,A,1100,D,,A,,A,536,D,536,D,536,D,100,D,100,D,100,D,1100,D,,A,D,,A,2019,D,BMW
20212,04556943,9,0,5,01,D,105,D,2018,D,,A,36,D,10,D,303,D,3,D,,A,,A,,A,,A,,A,303,D,303,D,303,D,,A,,A,,A,,A,,A,D,,A,2018,D,HYU
20212,04557663,11,0,1,01,D,105,D,2018,D,,A,39,D,07,D,463,D,3,D,,A,,A,1500,D,,A,,A,463,D,463,D,463,D,,A,,A,,A,1500,D,,A,D,,A,2018,D,DOD
20212,04557783,14,0,5,01,D,105,D,2020,D,,A,48,D,08,D,304,D,3,D,,A,5000,D,4000,D,,A,,A,304,D,304,D,304,D,,A,,A,,A,4000,D,,A,D,,A,2020,D,KIA
20212,04558433,16,0,5,01,D,105,D,2019,D,,A,36,D,02,D,229,D,3,D,,A,,A,,A,,A,,A,229,D,229,D,229,D,,A,,A,,A,,A,,A,D,,A,2020,D,NIS
20212,04560523,7,0,1,01,D,105,D,2010,D,,A,54,D,02,D,250,D,3,D,,A,,A,2000,D,,A,,A,250,D,250,D,250,D,,A,,A,,A,2000,D,,A,D,,A,2015,D,JEE
20212,04561384,8,0,5,01,D,105,D,2020,D,,A,42,D,07,D,672,D,3,D,,A,,A,3000,D,,A,,A,672,D,672,D,672,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,JEE
20212,04562553,9,0,5,01,D,105,D,2019,D,,A,36,D,06,D,245,D,3,D,,A,,A,2000,D,,A,,A,245,D,245,D,245,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,HYU
20212,04562713,10,0,5,01,D,105,D,2018,D,,A,36,D,11,D,225,D,3,D,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,,A,,A,,A,,A,D,,A,2018,D,HON
20212,04562803,20,0,5,02,D,105,D,2019,D,,A,45,D,01,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2019,D,LEX
20212,04562803,21,0,5,03,D,105,D,2021,D,,A,36,D,01,D,628,D,3,D,,A,,A,1500,D,,A,,A,628,D,628,D,628,D,,A,,A,,A,1500,D,,A,D,,A,2021,D,ACU
20212,04563373,15,0,5,01,D,105,D,2019,D,,A,24,D,01,D,500,D,3,D,,A,,A,3000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,TOY
20212,04563543,19,0,5,01,D,105,D,2019,D,,A,36,D,09,D,290,D,3,D,,A,,A,2000,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,2000,D,,A,D,,A,2018,D,HON
20212,04564023,17,0,5,01,D,105,D,2020,D,,A,36,D,04,D,378,D,3,D,,A,,C,,A,,A,,A,378,D,378,D,378,D,,A,,A,,A,,A,,A,D,,A,2020,D,SUB
20212,04564673,8,0,5,01,D,105,D,2018,D,,A,36,D,02,D,300,D,3,D,,A,,A,,C,,A,03,D,300,D,300,D,,A,,A,,A,,A,,B,,A,D,,A,2018,D,HON
20212,04564673,9,0,1,02,D,105,D,2021,D,,A,36,D,04,D,325,D,3,D,,A,,A,,A,,A,,A,,A,,A,325,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20212,04564753,15,0,5,01,D,105,D,2018,D,,A,36,D,05,D,500,D,3,D,,A,1500,D,2000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,2000,D,,A,D,,A,2018,D,VOK
20212,04566403,21,0,5,01,D,105,D,2018,D,,A,39,D,02,D,739,D,3,D,,A,,A,1500,D,,A,02,D,739,D,,A,,A,,A,,A,,A,1500,D,,A,D,,A,2018,D,VOV
20212,04566403,22,0,1,02,D,105,D,2019,D,,A,12,D,02,D,549,D,3,D,,A,,A,,A,,A,,A,549,D,549,D,549,D,,A,,A,,A,,A,,A,D,,A,2021,D,CAD
20212,04567073,10,0,1,01,D,105,D,2018,D,,A,36,D,04,D,310,D,3,D,,A,,A,,A,,A,,A,310,D,310,D,310,D,,A,,A,,A,,A,,A,D,,A,2018,D,KIA
20212,04568423,5,0,1,01,D,105,D,2020,D,,A,,C,04,D,350,D,3,D,,A,,A,,A,,A,,A,350,D,350,D,350,D,,A,,A,,A,,A,,A,D,,A,2020,D,VOK
20212,04568433,6,0,1,01,D,105,D,2019,D,,A,36,D,05,D,258,D,3,D,,A,,A,1000,D,,A,,A,258,D,258,D,258,D,15,D,15,D,15,D,1000,D,,A,D,,A,2019,D,CHE
20212,04569923,10,0,5,01,D,105,D,2016,D,,A,60,D,10,D,460,D,3,D,,A,,A,,A,,A,,A,460,D,460,D,460,D,,A,,A,,A,,A,,A,D,,A,2019,D,DOD
20212,04570443,12,0,5,02,D,105,D,2021,D,,A,36,D,12,D,653,D,3,D,,A,,A,,A,,A,,A,653,D,653,D,653,D,,A,,A,,A,,A,,A,D,,A,2020,D,BMW
20212,04571033,9,0,5,01,D,105,D,2019,D,,A,36,D,04,D,369,D,3,D,,A,,A,,A,,A,,A,369,D,369,D,369,D,60,D,60,D,60,D,,A,,A,D,,A,2020,D,LEX
20212,04572173,8,0,5,01,D,105,D,2018,D,,A,36,D,01,D,275,D,3,D,,A,,A,3000,D,,A,,A,275,D,275,D,275,D,15,D,15,D,15,D,3000,D,,A,D,,A,2019,D,TOY
20212,04572323,16,0,1,01,D,105,D,2021,D,,A,36,D,06,D,517,D,3,D,,A,9500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,D,,A,2021,D,MAZ
20212,04572363,14,0,5,01,D,105,D,2020,D,,A,36,D,02,D,509,D,3,D,,A,,A,,A,,A,,A,509,D,509,D,509,D,,A,,A,,A,,A,,A,D,,A,2020,D,DOD
20212,04572363,15,0,1,02,D,105,D,2021,D,,A,39,D,04,D,380,D,3,D,,A,,A,,A,,A,,A,,A,380,D,380,D,,A,,A,,A,,A,,A,D,,A,2021,D,VOK
20212,04574563,19,0,5,01,D,105,D,2017,D,,A,48,D,07,D,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2017,D,TOY
20212,04574713,24,0,5,01,D,105,D,2015,D,,A,36,D,06,D,513,D,3,D,,A,8000,D,,A,,A,,A,513,D,513,D,513,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20212,04575053,15,0,1,01,D,105,D,2020,D,,A,36,D,08,D,245,D,3,D,,A,,A,1000,D,,A,,A,245,D,245,D,245,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,HON
20212,04575263,20,0,5,01,D,105,D,2019,D,,A,36,D,05,D,376,D,3,D,,A,,A,2850,D,,A,04,D,376,D,376,D,,A,,A,,A,,A,2850,D,,A,D,,A,2019,D,HON
20212,04575263,21,0,1,02,D,105,D,2021,D,,A,36,D,04,D,379,D,3,D,,A,,A,,A,,A,,A,,A,379,D,379,D,,A,,A,,A,,A,,A,D,,A,2021,D,HON
20212,04575863,13,0,5,01,D,105,D,2020,D,,A,36,D,11,D,349,D,3,D,,A,,A,,A,,A,,A,349,D,349,D,349,D,,A,,A,,A,,A,,A,D,,A,2020,D,HON
20212,04575883,15,0,1,01,D,105,D,2020,D,,A,36,D,06,D,482,D,3,D,,A,,A,,A,,A,,A,482,D,482,D,482,D,,A,,A,,A,,A,,A,D,,A,2020,D,ACU
20212,04575893,12,0,5,01,D,105,D,2020,D,,A,36,D,03,D,228,D,3,D,,A,1800,D,1000,D,,A,,A,228,D,228,D,228,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,HON
20212,04576513,24,0,5,01,D,105,D,2019,D,,A,36,D,05,D,525,D,3,D,,A,,A,1900,D,,A,,A,525,D,525,D,525,D,,A,,A,,A,1900,D,,A,D,,A,2019,D,LEX
20212,04576783,18,0,5,01,D,105,D,1998,D,,A,5,D,09,D,351,D,3,D,,A,3000,D,2000,D,,A,03,D,351,D,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2017,D,FOR
20212,04577143,22,0,5,01,D,105,D,2018,D,,A,36,D,11,D,313,D,3,D,,A,,A,1000,D,,A,05,D,313,D,313,D,313,D,,A,,A,,A,1000,D,,A,D,,A,2018,D,NIS
20212,04577143,23,0,5,02,D,105,D,2019,D,,A,36,D,08,D,323,D,3,D,,A,,A,1500,D,,A,,A,323,D,323,D,323,D,,A,,A,,A,1500,D,,A,D,,A,2020,D,HON
20212,04577143,24,0,5,03,D,105,D,2019,D,,A,36,D,06,D,238,D,3,D,,A,,A,8000,D,,A,,A,238,D,238,D,238,D,,A,,A,,A,8000,D,,A,D,,A,2019,D,JEE
20212,04577143,25,0,1,04,D,105,D,2020,D,,A,36,D,06,D,239,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2021,D,NIS
20212,04577733,14,0,1,01,D,105,D,2019,D,,A,36,D,09,D,480,D,3,D,,A,,A,,A,,A,,A,480,D,480,D,480,D,,A,,A,,A,,A,,A,D,,A,2019,D,BMW
20212,04577733,15,0,1,02,D,105,D,2021,D,,A,36,D,03,D,330,D,3,D,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,,A,,A,,A,,A,D,,A,2021,D,VOK
20212,04578023,14,0,5,01,D,105,D,2018,D,,A,36,D,08,D,300,D,3,D,,A,,A,500,D,,A,05,D,300,D,300,D,300,D,,A,,A,,A,500,D,,A,D,,A,2018,D,FOR
20212,04578363,20,0,5,01,D,105,D,2020,D,,A,36,D,10,D,162,D,3,D,,A,,A,3000,D,,A,,A,162,D,162,D,162,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,TOY
20212,04578503,14,0,5,01,D,105,D,2020,D,,A,39,D,01,D,290,D,3,D,,A,,A,,A,,A,,A,290,D,290,D,290,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20212,04578813,16,0,5,01,D,105,D,2009,D,,A,,C,11,D,500,D,3,D,,A,,C,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,D,,A,2019,D,GMC
20212,04579023,19,0,5,01,D,105,D,2019,D,,A,36,D,11,D,260,D,3,D,,A,,A,1000,D,,A,,A,260,D,260,D,260,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,KIA
20212,04579283,10,0,5,01,D,105,D,2019,D,,A,60,D,08,D,250,D,3,D,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,A,2019,D,FOR
20212,04579333,12,0,5,01,D,105,D,2020,D,,A,36,D,01,D,650,D,3,D,,A,,A,,A,,A,,A,650,D,650,D,650,D,,A,,A,,A,,A,,A,D,,A,2020,D,FOR
20212,04610712,7,0,5,01,D,105,D,2019,D,,A,36,D,05,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2019,D,NIS
20212,04611132,15,0,5,01,D,105,D,2013,D,,A,48,D,10,D,389,D,3,D,,A,,A,1000,D,,A,,A,389,D,389,D,389,D,189,D,189,D,189,D,1000,D,,A,D,,A,2019,D,FOR
20212,04612402,12,0,1,01,D,105,D,2007,D,,A,36,D,09,D,225,D,3,D,,A,,A,,A,,A,,A,225,D,225,D,225,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20212,04612702,21,0,5,01,D,105,D,2018,D,,A,36,D,09,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2018,D,JEE
20212,04612982,23,0,5,01,D,105,D,2020,D,,A,36,D,08,D,268,D,3,D,,A,,A,3000,D,,A,,A,268,D,268,D,268,D,,A,,A,,A,3000,D,,A,D,,A,2020,D,DOD
20212,04613042,14,0,5,01,D,105,D,2018,D,,A,36,D,11,D,329,D,3,D,,A,,A,,A,,A,,A,329,D,329,D,329,D,,A,,A,,A,,A,,A,D,,A,2018,D,FOR
20212,04613222,7,0,5,01,D,105,D,2020,D,,A,36,D,01,D,700,D,3,D,,A,,A,,A,,A,,A,700,D,700,D,700,D,,A,,A,,A,,A,,A,D,,A,2020,D,INF
20212,04613432,10,0,1,01,D,105,D,2018,D,.33,D,48,D,06,D,600,D,3,D,,A,5000,D,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20212,04613662,14,0,5,01,D,105,D,2019,D,,A,36,D,08,D,385,D,3,D,,A,,C,,A,,A,,A,385,D,385,D,385,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20212,04613672,19,0,1,01,D,105,D,2019,D,,A,36,D,01,F,676,D,3,D,,A,,A,,A,,A,,A,676,D,676,D,676,D,,A,,A,,A,,A,,A,D,,A,2020,D,ACU
20212,04613832,7,0,1,01,D,105,D,2020,D,,A,36,D,06,D,208,D,3,D,,A,,A,1500,D,,A,,A,208,D,208,D,208,D,,A,,A,,A,1500,D,,A,D,,A,2020,D,CHE
20212,04614222,18,0,5,01,D,105,D,2018,D,,A,48,D,05,D,452,D,3,D,,A,,A,,A,,A,,A,452,D,452,D,452,D,,A,,A,,A,,A,,A,D,,A,2018,D,VOK
20212,04614392,22,0,5,01,D,105,D,2021,D,,A,36,D,11,D,338,D,3,D,,A,2000,D,1000,D,,A,,A,338,D,338,D,338,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,MAZ
20212,04616322,10,0,5,01,D,105,D,2018,D,,A,,C,11,F,311,D,3,D,,A,,A,,A,,A,,A,311,D,311,D,311,D,,A,,A,,A,,A,,A,D,,A,2018,F,FOR
20212,04616413,13,0,1,01,D,105,D,2020,D,,A,36,D,12,D,,C,3,D,,A,,A,,A,,A,,A,240,F,240,F,240,F,,A,,A,,A,,A,,A,D,,A,2019,D,VOV
20212,04616692,14,0,5,01,D,105,D,2018,D,,A,36,D,04,D,140,D,3,D,,A,,A,2000,D,,A,01,D,140,D,,A,,A,,A,,A,,A,2000,D,,A,D,,A,2018,D,DOD
20212,04616922,10,0,1,01,D,105,D,2019,D,,A,36,D,05,D,365,D,3,D,,A,,A,,A,,A,,A,365,D,365,D,365,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20212,04617672,15,0,5,01,D,105,D,2018,D,,A,36,D,08,D,421,D,3,D,,A,,A,3000,D,,A,,A,421,D,421,D,421,D,,A,,A,,A,3000,D,,A,D,,A,2018,D,FOR
20212,04618412,13,0,5,01,D,105,D,2021,D,,A,36,D,02,D,418,D,3,D,,A,500,D,2500,D,,A,,A,,A,418,D,418,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,TOY
20212,04618742,25,0,5,01,D,105,D,2019,D,,A,36,D,03,D,311,D,3,D,,A,,A,1000,D,,A,,A,311,D,311,D,311,D,,A,,A,,A,1000,D,,A,D,,A,2019,D,FOR
20212,04619262,6,0,1,01,D,105,D,2019,D,,A,36,D,12,D,309,D,3,D,,A,,A,,A,,A,,A,309,D,309,D,309,D,,A,,A,,A,,A,,A,D,,A,2018,D,VOK
20212,04620592,11,0,5,01,D,105,D,2021,D,,A,36,D,01,D,460,D,3,D,400,D,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20212,04620802,7,0,1,01,D,105,D,2020,D,,A,,C,10,F,149,D,3,D,,A,,C,,A,,A,,A,149,D,149,D,149,D,,A,,A,,A,,A,,A,D,,A,2020,D,BUI
20212,04621102,13,0,1,01,D,105,D,2020,D,,A,36,D,12,D,389,D,3,D,,A,,A,6000,D,,A,,A,389,D,389,D,389,D,,A,,A,,A,6000,D,,A,D,,A,2019,D,HYU
20212,04621102,14,0,1,02,D,105,D,2019,D,,A,36,D,08,D,338,D,3,D,,A,,A,,C,,A,,A,338,D,338,D,338,D,,A,,A,,A,,B,,A,D,,A,2019,D,TOY
20212,04652072,12,0,5,01,D,105,D,2020,D,,A,48,D,10,D,750,D,3,D,,A,,A,,A,,A,,A,750,D,750,D,750,D,,A,,A,,A,,A,,A,D,,A,2020,D,BMW
20212,04652652,16,0,5,01,D,105,D,2020,D,,A,36,D,03,D,300,D,3,D,,A,1000,D,1000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,1000,D,,A,D,,A,2020,D,HON
20212,04652742,14,0,5,01,D,105,D,2019,D,,A,36,D,12,D,383,D,3,D,,A,,A,2000,D,,A,,A,383,D,383,D,383,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,FOR
20212,04652912,11,0,5,01,D,105,D,2008,D,,A,60,D,01,F,90,D,3,D,,A,,A,5000,D,,A,,A,90,D,90,D,90,D,,A,,A,,A,5000,D,,A,D,,A,2021,F,BUI
20212,04653372,24,0,5,01,D,105,D,2020,D,,A,36,D,04,D,200,D,3,D,,A,,A,800,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,800,D,,A,D,,A,2020,D,CHE
20212,04653972,13,0,5,01,D,105,D,2020,D,,A,36,D,10,D,400,D,3,D,,A,,A,1000,D,,A,,A,400,D,400,D,400,D,50,D,50,D,50,D,1000,D,,A,D,,A,2020,D,GMC
20212,04654314,17,0,5,01,D,105,D,2019,D,,A,39,D,12,D,597,D,3,D,,A,,A,2500,D,,A,,A,597,D,597,D,597,D,,A,,A,,A,2500,D,,A,D,,A,2018,D,INF
20212,04654314,18,0,5,02,D,105,D,2018,D,,A,39,D,08,D,1100,D,3,D,1100,D,6000,D,,A,,A,,A,0,D,0,D,0,D,,A,,A,,A,,A,,A,D,,A,2018,D,INF
20212,04654832,9,0,5,01,D,105,D,2019,D,,A,36,D,10,D,269,D,3,D,,A,,A,2000,D,,A,,A,269,D,269,D,269,D,,A,,A,,A,2000,D,,A,D,,A,2019,D,FOR
20212,04656082,9,0,5,01,D,105,D,2019,D,,A,36,D,10,D,263,D,3,D,,A,1000,D,,A,,A,,A,263,D,263,D,263,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20212,04656872,26,0,5,01,D,105,D,2019,D,,A,36,D,03,D,490,D,3,D,,A,,A,,A,,A,,A,490,D,490,D,490,D,,A,,A,,A,,A,,A,D,,A,2019,D,ACU
20212,04656872,27,0,5,02,D,105,D,2019,D,,A,48,D,04,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2019,D,LEX
20212,04658022,14,0,5,01,D,105,D,2019,D,,A,36,D,06,D,331,D,3,D,,A,,A,3000,D,,A,,A,331,D,331,D,331,D,,A,,A,,A,3000,D,,A,D,,A,2019,D,HON
20212,04658562,9,0,1,01,D,105,D,2019,D,,A,36,D,01,D,329,D,3,D,,A,,A,,A,,A,,A,329,D,329,D,329,D,,A,,A,,A,,A,,A,D,,A,2019,D,JEE
20212,04659032,11,0,1,01,D,105,D,2019,D,,A,36,D,06,D,197,D,3,D,,A,150,D,1999,D,,A,,A,197,D,197,D,197,D,,A,,A,,A,1999,D,,A,D,,A,2019,D,KIA
20212,04659232,16,0,5,01,D,105,D,2020,D,,A,36,D,04,D,447,D,3,D,,A,10000,D,447,D,,A,,A,447,D,447,D,447,D,,A,,A,,A,447,D,,A,D,,A,2020,D,KIA
20212,04659752,13,0,1,01,D,105,D,2012,D,.50,D,48,D,07,D,250,D,3,D,,A,,A,,A,,A,04,D,250,D,250,D,250,D,,A,,A,,A,,A,,A,D,,C,2019,D,VOV
20212,04660422,12,0,5,01,D,105,D,2019,D,,A,36,D,05,D,272,D,3,D,,A,,A,,A,,A,,A,272,D,272,D,272,D,,A,,A,,A,,A,,A,D,,A,2019,D,BUI
20212,04660632,15,0,1,01,D,105,D,2019,D,,A,39,D,12,D,329,D,3,D,,A,,A,5000,D,,A,,A,329,D,329,D,329,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,GMC
20212,04661172,30,0,5,01,D,105,D,2020,D,,A,36,D,11,D,312,D,3,D,,A,,A,,A,,A,,A,312,D,312,D,312,D,19,D,19,D,19,D,,A,,A,D,,A,2019,D,KIA
20212,04661212,14,0,5,01,D,105,D,2019,D,,A,36,D,09,D,270,D,3,D,,A,15000,D,,A,,A,,A,270,D,270,D,270,D,,A,,A,,A,,A,,A,D,,A,2019,D,TOY
20212,04661212,15,0,5,02,D,105,D,2019,D,,A,36,D,06,D,375,D,3,D,,A,4000,D,,A,,A,,A,375,D,375,D,375,D,,A,,A,,A,,A,,A,D,,A,2019,D,HON
20212,04661972,13,0,1,01,D,105,D,2019,D,,A,,C,12,D,,C,3,D,,C,,A,,A,,A,,A,1300,F,1300,F,1300,F,200,F,200,F,200,F,,A,,A,D,,A,2020,F,POR
20212,04662072,17,0,1,01,D,105,D,2021,D,,A,36,D,05,D,325,D,3,D,,A,,A,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,6000,D,,A,D,,A,2021,D,JEE
20212,04662682,9,0,5,01,D,105,D,2020,D,,A,,C,07,D,,C,3,D,,A,1000,D,,A,,A,,A,700,F,700,F,700,F,,A,,A,,A,,A,,A,D,,A,2020,D,TOY
20212,04662842,6,0,5,01,D,105,D,2018,D,,A,36,D,05,D,300,D,3,D,,A,,A,,A,,A,04,D,300,D,300,D,300,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20212,04662842,8,0,1,03,D,105,D,2021,D,,A,36,D,04,D,450,D,3,D,,A,3000,D,,A,,A,,A,,A,,A,450,D,,A,,A,,A,,A,,A,D,,A,2021,D,LEX
20212,04679472,6,0,1,01,D,105,D,2019,D,,A,36,D,05,D,900,D,3,D,,A,,A,5000,D,,A,,A,900,D,900,D,900,D,,A,,A,,A,5000,D,,A,D,,A,2019,D,MRB
20212,04679582,13,0,5,01,D,105,D,2020,D,,A,36,D,04,F,599,D,3,D,,A,,A,,A,,A,,A,599,D,599,D,599,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20212,04679582,14,0,5,02,D,105,D,2018,D,,A,,C,02,F,299,D,,C,,A,,A,,A,,A,,A,299,D,299,D,299,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
20212,04679582,15,0,5,03,D,105,D,2020,D,,A,36,D,04,F,249,D,3,D,,A,,A,,A,,A,05,D,249,D,249,D,249,D,,A,,A,,A,,A,,A,D,,A,2020,D,CHE
