QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,RENTCODE,RENT_ODE,BSNSPCTZ,BSNS_CTZ,QADRENTX,QADR_NTX,ANYVACAT,ANYV_CAT
20224,05202961,11,0,1,105,D,,A,320,D,1,D
20224,05203041,32,0,1,105,D,,A,80,D,1,D
20224,05203511,32,0,1,105,D,,A,476,F,2,D
20224,05204411,29,0,1,105,D,,A,400,D,1,D
20224,05204851,42,0,1,105,D,,A,300,D,1,D
20224,05205981,10,0,1,105,D,,A,750,D,2,D
20224,05206451,16,0,1,105,D,,A,84,D,2,D
20224,05206561,27,0,1,105,D,1.0,D,0,D,1,D
20224,05207231,26,0,1,105,D,,A,36,D,2,D
20224,05209321,22,0,1,105,D,,A,650,D,2,D
20224,05209341,19,0,1,105,D,,A,600,D,1,D
20224,05209381,24,0,1,105,D,,A,460,F,2,D
20224,05209391,27,0,1,105,D,,A,39,D,2,D
20224,05210134,13,0,1,180,D,,A,1100,D,1,D
20224,05210801,19,0,1,105,D,,A,295,D,1,D
20224,05211051,37,0,1,105,D,,A,373,D,1,D
20224,05211051,38,0,1,105,D,,A,222,D,1,D
20224,05212362,17,0,1,105,D,,A,312,D,2,D
20224,05212362,18,0,1,105,D,,A,300,D,2,D
20224,05212362,19,0,1,105,D,,A,120,D,2,D
20224,05213031,12,0,1,105,D,,A,200,D,1,D
20224,05213031,13,0,1,160,D,,A,500,D,1,D
20224,05213061,27,0,1,105,D,,A,102,D,2,D
20224,05213701,38,0,1,105,D,,A,200,D,1,D
20224,05214011,51,0,1,105,D,,A,250,D,2,D
20224,05214541,44,0,1,105,D,,A,700,D,1,D
20224,05215161,24,0,1,105,D,,A,400,D,1,D
20224,05215251,11,0,1,105,D,,A,300,D,1,D
20224,05215551,7,0,1,105,D,,A,400,D,2,D
20224,05216481,23,0,1,105,D,,A,300,D,1,D
20224,05216662,31,0,1,105,D,,A,2000,D,2,D
20224,05218061,34,0,1,105,D,,A,300,D,1,D
20224,05219483,28,0,1,105,D,,A,300,D,2,D
20224,05219922,31,0,1,105,D,,A,450,D,1,D
20224,05220681,17,0,1,105,D,,A,600,D,1,D
20224,05221961,17,0,1,105,D,,A,200,D,1,D
20224,05221961,18,0,1,150,D,,A,170,D,1,D
20224,05222111,8,0,1,105,D,,A,417,F,1,D
20224,05222441,10,0,1,105,D,,A,393,D,2,D
20224,05222881,34,0,1,105,D,,A,500,D,1,D
20224,05224861,31,0,1,105,D,,A,100,D,1,D
20224,05225464,10,0,1,105,D,,A,80,D,2,D
20224,05225581,21,0,1,105,D,,A,400,D,2,D
20224,05225621,21,0,1,105,D,,A,400,D,1,D
20224,05225741,25,0,1,105,D,,A,200,D,1,D
20224,05226421,52,0,1,105,D,,A,662,D,1,D
20224,05226901,22,0,1,105,D,,A,150,D,2,D
20224,05227691,16,0,1,105,D,,A,650,D,1,D
20224,05229331,40,0,1,105,D,,A,476,F,2,D
20224,05229581,26,0,1,105,D,,A,340,D,1,D
20224,05229961,15,0,1,105,D,,A,150,D,1,D
20224,05230811,36,0,1,105,D,,A,230,D,1,D
20224,05232181,16,0,1,105,D,,A,200,D,1,D
20224,05232811,22,0,1,105,D,,A,210,D,1,D
20224,05232831,22,0,1,105,D,,A,360,D,1,D
20224,05233541,21,0,1,105,D,,A,55,D,2,D
20224,05234021,23,0,1,160,D,,A,100,D,2,D
20224,05234021,24,0,1,160,D,,A,270,D,2,D
20224,05235161,6,0,1,105,D,,A,750,D,2,D
20224,05235352,25,0,1,150,D,,A,480,D,1,D
20224,05235391,8,0,1,105,D,,A,1050,D,2,D
20224,05235621,9,0,1,105,D,,A,75,D,2,D
20224,05235691,29,0,1,105,D,,A,650,D,1,D
20224,05236261,16,0,1,105,D,,A,270,D,1,D
20231,05012584,19,0,1,105,D,,A,2000,D,1,D
20231,05012744,29,0,1,105,D,,A,500,D,1,D
20231,05013114,35,0,1,105,D,,A,1300,D,1,D
20231,05013434,24,0,1,105,D,,A,800,D,1,D
20231,05014864,13,0,1,105,D,,A,75,D,1,D
20231,05016104,29,0,1,105,D,.80,D,200,D,2,D
20231,05017894,35,0,1,105,D,,A,556,D,1,D
20231,05017974,14,0,1,105,D,,A,150,D,1,D
20231,05018504,31,0,1,105,D,,A,156,D,1,D
20231,05018934,25,0,1,105,D,,A,180,D,1,D
20231,05019534,34,0,1,105,D,,A,200,D,1,D
20231,05019584,37,0,1,105,D,,A,323,D,1,D
20231,05020094,22,0,1,105,D,,A,150,D,1,D
20231,05020094,23,0,1,105,D,,A,96,D,1,D
20231,05020094,24,0,1,200,D,,A,20,D,1,D
20231,05020914,30,0,1,105,D,,A,550,D,1,D
20231,05020914,31,0,1,105,D,,A,375,D,1,D
20231,05021504,42,0,1,105,D,,A,1055,D,1,D
20231,05021504,43,0,1,105,D,,A,600,D,1,D
20231,05023584,53,0,1,105,D,,A,550,D,1,D
20231,05025274,14,0,1,105,D,,A,234,D,2,D
20231,05025524,17,0,1,105,D,,A,1000,D,2,D
20231,05025804,31,0,1,105,D,,A,96,D,2,D
20231,05026704,12,0,1,105,D,,A,125,D,1,D
20231,05027054,26,0,1,105,D,,A,211,D,1,D
20231,05028534,24,0,1,105,D,,A,500,D,2,D
20231,05029804,32,0,1,105,D,,A,270,D,1,D
20231,05030754,38,0,1,105,D,,A,800,D,1,D
20231,05033504,42,0,1,105,D,,A,399,F,1,D
20231,05033574,49,0,1,105,D,,A,25,D,2,D
20231,05033604,39,0,1,105,D,,A,600,D,1,D
20231,05033844,27,0,1,105,D,,A,193,D,1,D
20231,05033994,23,0,1,105,D,,A,353,D,2,D
20231,05034554,26,0,1,105,D,,A,400,D,1,D
20231,05035854,21,0,1,105,D,,A,350,D,2,D
20231,05036244,21,0,1,105,D,,A,350,D,1,D
20231,05038584,34,0,1,105,D,,A,1400,D,1,D
20231,05039044,41,0,1,105,D,,A,316,D,1,D
20231,05039684,28,0,1,105,D,,A,150,D,1,D
20231,05039774,35,0,1,105,D,,A,260,D,1,D
20231,05041284,29,0,1,105,D,,A,84,D,1,D
20231,05042054,57,0,1,105,D,,A,239,D,1,D
20231,05043514,25,0,1,105,D,,A,600,D,1,D
20231,05043924,28,0,1,105,D,,A,400,D,1,D
20231,05090633,25,0,1,105,D,,A,125,D,1,D
20231,05090823,37,0,1,105,D,,A,399,D,2,D
20231,05090903,36,0,1,105,D,.80,D,82,D,2,D
20231,05095563,50,0,1,105,D,,A,1337,D,1,D
20231,05095633,41,0,1,105,D,,A,648,D,2,D
20231,05096033,22,0,1,105,D,.75,D,21,D,1,D
20231,05098713,43,0,1,105,D,,A,750,D,1,D
20231,05100583,26,0,1,105,D,,A,360,D,1,D
20231,05100953,48,0,1,105,D,,A,58,D,2,D
20231,05101123,24,0,1,105,D,,A,700,D,1,D
20231,05102693,59,0,1,105,D,,A,590,D,1,D
20231,05102893,49,0,1,105,D,,A,1410,D,1,D
20231,05105784,24,0,1,105,D,,A,249,D,1,D
20231,05107113,31,0,1,105,D,,A,175,D,1,D
20231,05107413,22,0,1,105,D,,A,120,D,2,D
20231,05108013,59,0,1,105,D,,A,298,D,1,D
20231,05110753,16,0,1,105,D,,A,200,D,2,D
20231,05110883,43,0,1,180,D,,A,700,D,1,D
20231,05110883,44,0,1,180,D,,A,500,D,1,D
20231,05111123,14,0,1,105,D,,A,320,D,2,D
20231,05111413,27,0,1,105,D,,A,500,D,1,D
20231,05112163,27,0,1,105,D,,A,800,D,1,D
20231,05112763,33,0,1,105,D,,A,289,D,1,D
20231,05113523,29,0,1,105,D,,A,24,D,2,D
20231,05114704,7,0,1,105,D,,A,1253,D,1,D
20231,05115133,23,0,1,105,D,1.0,D,0,D,1,D
20231,05115233,31,0,1,105,D,,A,780,D,2,D
20231,05115713,26,0,1,105,D,,A,210,D,1,D
20231,05116623,21,0,1,105,D,,A,120,D,1,D
20231,05116673,21,0,1,105,D,,A,900,D,1,D
20231,05116933,20,0,1,105,D,,A,450,D,1,D
20231,05116943,39,0,1,105,D,,A,550,D,1,D
20231,05119453,42,0,1,105,D,,A,350,D,1,D
20231,05119493,10,0,1,105,D,,A,450,D,2,D
20231,05120543,37,0,1,105,D,,A,350,D,1,D
20231,05120543,38,0,1,105,D,,A,150,D,1,D
20231,05121023,32,0,1,105,D,,A,150,D,1,D
20231,05122014,26,0,1,105,D,,A,600,D,1,D
20231,05122843,10,0,1,105,D,,A,280,D,1,D
20231,05123163,37,0,1,200,D,,A,193,D,2,D
20231,05124793,40,0,1,105,D,,A,600,D,1,D
20231,05202352,23,0,1,105,D,,A,680,D,1,D
20231,05202452,24,0,1,105,D,,A,139,D,2,D
20231,05204412,45,0,1,105,D,,A,144,D,1,D
20231,05204992,38,0,1,105,D,,A,340,D,1,D
20231,05206152,15,0,1,105,D,,A,45,D,2,D
20231,05206482,25,0,1,105,D,,A,425,D,2,D
20231,05206742,17,0,1,105,D,,A,300,D,2,D
20231,05208172,65,0,1,105,D,,A,762,D,1,D
20231,05208722,22,0,1,105,D,,A,500,D,1,D
20231,05209342,25,0,1,105,D,,A,600,D,1,D
20231,05211624,42,0,1,105,D,,A,400,D,1,D
20231,05211712,49,0,1,105,D,,A,440,D,1,D
20231,05212022,24,0,1,105,D,,A,96,D,2,D
20231,05214102,34,0,1,105,D,,A,275,D,1,D
20231,05214542,58,0,1,105,D,,A,150,D,1,D
20231,05214912,10,0,1,105,D,,A,150,D,1,D
20231,05215202,25,0,1,105,D,,A,85,D,2,D
20231,05215552,10,0,1,105,D,,A,400,D,2,D
20231,05215932,57,0,1,105,D,,A,650,D,1,D
20231,05217254,13,0,1,200,D,,A,65,D,2,D
20231,05217872,22,0,1,105,D,,A,30,D,2,D
20231,05219612,10,0,1,105,D,,A,406,F,2,D
20231,05219632,27,0,1,105,D,,A,80,D,1,D
20231,05219923,25,0,1,105,D,,A,169,D,1,D
20231,05219923,26,0,1,105,D,,A,485,D,1,D
20231,05220392,13,0,1,105,D,,A,300,D,1,D
20231,05220392,14,0,1,105,D,,A,300,D,1,D
20231,05220392,15,0,1,105,D,,A,100,D,1,D
20231,05220462,22,0,1,105,D,,A,100,D,2,D
20231,05221182,26,0,1,105,D,,A,275,D,2,D
20231,05221182,27,0,1,105,D,,A,300,D,2,D
20231,05221462,50,0,1,105,D,,A,187,D,2,D
20231,05222232,59,0,1,105,D,,A,300,D,1,D
20231,05222432,32,0,1,105,D,,A,147,D,1,D
20231,05224982,27,0,1,105,D,,A,1200,D,2,D
20231,05225742,54,0,1,105,D,,A,200,D,1,D
20231,05225742,55,0,1,105,D,,A,700,D,1,D
20231,05227322,41,0,1,105,D,,A,400,D,1,D
20231,05227322,42,0,1,105,D,,A,200,D,1,D
20231,05227322,43,0,1,105,D,,A,300,D,1,D
20231,05228552,31,0,1,105,D,,A,250,D,1,D
20231,05228822,18,0,1,105,D,,A,220,D,1,D
20231,05228832,32,0,1,105,D,,A,150,D,1,D
20231,05229332,29,0,1,105,D,,A,622,D,1,D
20231,05229332,30,0,1,105,D,,A,245,D,2,D
20231,05229942,15,0,1,105,D,,A,50,D,2,D
20231,05233792,33,0,1,105,D,,A,440,D,1,D
20231,05233802,18,0,1,105,D,,A,300,D,1,D
20231,05233902,18,0,1,105,D,,A,1500,D,2,D
20231,05234492,15,0,1,105,D,,A,250,D,1,D
20231,05234902,46,0,1,105,D,,A,61,D,1,D
20231,05252761,16,0,1,120,D,,A,180,D,1,D
20231,05253251,23,0,1,105,D,,A,140,D,1,D
20231,05254051,18,0,1,105,D,,A,1100,D,1,D
20231,05254571,23,0,1,105,D,,A,27,D,2,D
20231,05254711,18,0,1,105,D,,A,600,D,1,D
20231,05254741,24,0,1,105,D,,A,95,D,2,D
20231,05254851,43,0,1,105,D,,A,1100,D,1,D
20231,05254851,44,0,1,200,D,,A,450,D,1,D
20231,05255181,22,0,1,105,D,,A,82,D,2,D
20231,05255631,12,0,1,105,D,,A,2472,D,2,D
20231,05255813,10,0,1,105,D,,A,300,D,1,D
20231,05255881,16,0,1,105,D,,A,380,D,1,D
20231,05256661,15,0,1,200,D,,A,200,D,2,D
20231,05258581,16,0,1,105,D,,A,600,D,1,D
20231,05259561,15,0,1,105,D,,A,631,D,1,D
20231,05260061,30,0,1,105,D,,A,48,D,2,D
20231,05260061,31,0,1,105,D,,A,175,D,1,D
20231,05260791,33,0,1,105,D,,A,112,D,1,D
20231,05262671,19,0,1,105,D,,A,63,D,1,D
20231,05262761,16,0,1,105,D,,A,200,D,1,D
20231,05263151,18,0,1,105,D,,A,1200,D,2,D
20231,05263331,15,0,1,105,D,,A,300,D,2,D
20231,05263471,21,0,1,105,D,,A,2000,D,1,D
20231,05263921,24,0,1,105,D,,A,500,D,2,D
20231,05264081,21,0,1,105,D,,A,23,D,1,D
20231,05265064,17,0,1,105,D,,A,75,D,2,D
20231,05265233,24,0,1,105,D,,A,400,D,2,D
20231,05266361,15,0,1,105,D,,A,600,D,2,D
20231,05266951,37,0,1,105,D,,A,310,D,1,D
20231,05268151,41,0,1,105,D,,A,400,D,1,D
20231,05268751,25,0,1,105,D,,A,800,D,1,D
20231,05269661,23,0,1,105,D,,A,50,D,2,D
20231,05270721,31,0,1,105,D,,A,665,D,1,D
20231,05270991,17,0,1,105,D,,A,164,D,1,D
20231,05271041,21,0,1,105,D,,A,120,D,1,D
20231,05272041,9,0,1,105,D,,A,300,D,1,D
20231,05272171,37,0,1,105,D,,A,552,D,2,D
20231,05272591,43,0,1,105,D,,A,289,D,1,D
20231,05273971,33,0,1,105,D,.99,D,5,D,2,D
20231,05274171,23,0,1,105,D,,A,1200,D,1,D
20231,05274911,22,0,1,105,D,,A,279,D,2,D
20231,05275171,29,0,1,105,D,,A,70,D,2,D
20231,05275611,24,0,1,105,D,,A,440,D,1,D
20231,05276341,14,0,1,105,D,,A,100,D,2,D
20231,05277571,9,0,1,105,D,,A,480,D,1,D
20231,05277891,41,0,1,105,D,,A,60,D,2,D
20231,05278271,18,0,1,105,D,,A,332,F,2,D
20231,05279051,38,0,1,105,D,,A,400,D,1,D
20231,05279071,20,0,1,105,D,,A,450,D,1,D
20231,05279341,38,0,1,150,D,,A,70,D,1,D
20231,05280111,34,0,1,105,D,,A,350,D,1,D
20231,05280181,18,0,1,105,D,,A,1000,D,1,D
20231,05280731,19,0,1,105,D,,A,660,D,2,D
20231,05282071,12,0,1,105,D,,A,120,D,2,D
20231,05283281,19,0,1,105,D,,A,1096,D,1,D
20231,05283611,9,0,1,105,D,,A,406,F,2,D
20231,05283911,38,0,1,105,D,,A,250,D,2,D
20231,05284461,21,0,1,105,D,,A,406,F,1,D
20231,05285581,20,0,1,105,D,,A,175,D,1,D
