QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMLOC,NUMLOC_,LOCLODGX,LOCL_DGX,ALCMEALX,ALCM_ALX,ALCGROCX,ALCG_OCX,LOCADMSX,LOCA_MSX,FOODLCDL,FOOD_CDL,LODGLCDL,LODG_CDL,ENTRLCDL,ENTR_CDL,ELSELCDL,ELSE_CDL,QLCMLAX,QLCMLAX_,QLCGLAX,QLCGLAX_
20231,05213312,36,0,1,2,D,250,G,40,D,20,D,175,D,2,D,1,D,2,D,2,D,110,D,130,D
20231,05213362,31,0,1,2,D,487,D,100,D,,A,60,D,,A,,A,,A,,A,200,D,,A
20231,05214102,38,0,1,2,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05214762,31,0,1,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,25,D,,A
20231,05217382,20,0,1,1,D,,A,,A,,A,,A,1,D,1,D,2,D,2,D,50,D,,A
20231,05219022,65,0,1,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05221682,24,0,1,2,D,325,D,,A,,A,70,D,,A,,A,,A,,A,150,D,,A
20231,05225192,33,0,1,7,D,885,G,135,G,,A,,A,1,D,1,D,2,D,1,D,980,G,,A
20231,05226692,50,0,1,2,D,,A,,A,,A,,A,,A,,A,,A,,A,400,D,30,D
20231,05228072,37,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,50,D,,A
20231,05229182,24,0,1,4,D,,A,,A,,A,,A,,A,,A,,A,,A,300,D,,A
20231,05229532,20,0,1,1,D,128,D,,A,,A,,A,,A,,A,,A,,A,40,D,,A
20231,05232262,26,0,1,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,15,D
20231,05232302,47,0,1,2,D,185,G,12,G,,A,,A,1,D,1,D,2,D,1,D,53,G,,A
20231,05234902,60,0,1,2,D,,A,25,D,,A,,A,,A,,A,,A,,A,125,D,,A
20231,05252111,19,0,1,1,D,,A,,A,15,D,,A,,A,,A,,A,,A,,A,0,D
20231,05255461,16,0,1,4,D,313,F,,A,,A,,A,,A,,A,,A,,A,10,F,,A
20231,05256071,34,0,1,1,D,159,D,150,D,,A,,A,,A,,A,,A,,A,250,D,65,D
20231,05256541,45,0,1,1,D,380,D,70,D,,A,,A,,A,,A,,A,,A,250,D,,A
20231,05256721,24,0,1,2,D,400,D,,A,,A,,A,,A,,A,,A,,A,100,D,,A
20231,05256871,17,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,10,D,,A
20231,05258151,13,0,1,1,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05258661,26,0,1,2,D,365,G,42,G,,A,,A,1,D,1,D,2,D,1,D,143,G,,A
20231,05259301,35,0,1,,C,1216,D,75,D,,A,,A,,A,,A,,A,,A,325,D,45,D
20231,05263951,21,0,1,1,D,275,D,50,D,,A,4,F,,A,,A,,A,,A,150,D,,A
20231,05264461,16,0,1,2,D,,A,40,D,,A,,A,,A,,A,,A,,A,110,D,,A
20231,05264641,39,0,1,2,D,320,D,,A,,A,,A,,A,,A,,A,,A,200,D,50,D
20231,05264794,39,0,1,1,D,120,D,100,D,,A,,A,,A,,A,,A,,A,100,D,,A
20231,05265841,22,0,1,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,100,D,50,D
20231,05267121,31,0,1,1,D,100,D,30,D,,A,,A,,A,,A,,A,,A,30,D,,A
20231,05271051,64,0,1,1,D,762,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05272151,24,0,1,1,D,100,D,50,D,,A,80,D,,A,,A,,A,,A,150,D,,A
20231,05273371,31,0,1,2,D,305,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05274191,37,0,1,2,D,,A,30,D,,A,,A,,A,,A,,A,,A,120,D,30,D
20231,05274521,44,0,1,1,D,226,D,,A,,A,,A,,A,,A,,A,,A,75,D,,A
20231,05275171,37,0,1,5,D,1200,D,,A,,A,180,D,,A,,A,,A,,A,150,D,100,D
20231,05275361,11,0,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,26,D,,A
20231,05275421,17,0,1,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,60,D,,A
20231,05276071,8,0,1,11,D,,A,,A,,A,,A,,A,,A,,A,,A,100,D,50,D
20231,05277071,7,0,1,1,D,,A,50,D,,A,,A,,A,,A,,A,,A,100,D,,A
20231,05278181,41,0,1,2,D,240,D,60,D,,A,,A,,A,,A,,A,,A,90,D,,A
20231,05278771,6,0,1,7,D,337,G,40,G,,A,81,G,1,D,1,D,1,D,2,D,167,G,,A
20231,05279303,18,0,1,2,D,,A,150,D,,A,,A,,A,,A,,A,,A,150,D,,A
20231,05284281,23,0,1,1,D,200,D,40,D,,A,,A,,A,,A,,A,,A,110,D,,A
20231,05284411,31,0,1,1,D,201,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05285231,34,0,1,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20231,05285251,11,0,1,3,D,1900,D,120,F,,A,,A,,A,,A,,A,,A,280,F,,A
